full_text,sentiment
"@petrogustavo Medellín le dijo si. 
#NoMasPetro
#PetroHampon
#PetroMentiroso
#PetroSeráDerrotado
#ColombiaSeLasVaACobrar
#PetroConPDePerdedorPDePandillero
#CarcelParaPetro
#DespuésDeSantosPetroLoPeorQueLeHaPasadoAColombia
#RenuncieHamponDeLasBolsas 
#VoyDerechoPorLaDerechaConCabal https://t.co/vATtuCZiFs",0
QUINTERO LA CIUDAD DE MEDELLÍN SOMOS TIERRA URIBISTA. #QuinteroSeVa https://t.co/NTFRoOR2mf,1
Ese mequetrefe ni se veia de lo escondido que estaba ... el cacas repudiado por Medellin https://t.co/Lxd6s1AcMg,0
"@Blanca8405 https://t.co/Lzc5KufAAK
Dejaré esto y recordaré tristemente que la oficina de envigado no esta situada en Santa Marta o en Pasto.
Metrallo, paralandia y similares nombres, desde hace un buen tiempo mi señora...",1
Allí hay cuatro gatos desocupados... En Medellín fueron MUCHÍSIMAS personas las que SACARON a petro como gargajo de sastre... https://t.co/1IXRpltYtX,0
"#SaludUNALcontigo radio
Todos los sábados en 98.5 F.M. en Bogotá a las 8:30 a. m. y los martes en 100.4 F. M. a las 9:30 p. m. en Medellín
Recuerda que puedes volver a escucharlos por https://t.co/zdhZiWQ9Zv
@RadioUNAL @RadioUNALmed https://t.co/gClIyFg5tW",1
"@HeLeNaBuckartt @petrogustavo @petrogustavo 
@ColombiaHumana_ 
@PactoHistorico 
@PactoHisterico_  
@GustavoBolivar  EL DESPRECIO QUÉ SIENTE LA GENTE DE MEDELLÍN POR EL GIERRILLERO @petrogustavo  Y EL SOCIALISMO DE @QuinteroCalle",0
"@maderosteatro: Muy felices les contamos. 

El periódico Medellín En Escena nos pública.
""Golondrinas Al Pie De Monte""
Breve relato sobr…",1
"@supershadai: Queridos amigos
Le robaron la moto a mi hija en medellin..
Por favor Rt.
Es su medio de transporte  y trabajo
Les pido ayu…",1
"@Progresistas22: Petro hoy estará en la capital paisa, la cuna del uribismo y en donde lidera las encuestas presidenciales. Eso antes er…",1
@jsanin: El clima de Bogotá es una delicia cuando uno está en Medellín.,1
@willj84753699 Osea que ni en Medellín ni los de la cárcel? Perdió su electorado? El cartel de los expres.. identes y el expresidiario. Wow... Que combo.,1
@MauroCampillo: Hoy bandas criminales en Medellín en todo su accionar.  Quintero comparando la gravedad de los hechos con una película d…,1
"@doccolombia_: #AmorRebelde de @alejandrobernal está en cines:

📍Bogotá: @CinematecaBta 
📍Medellín: @colombomedellin @MAMmedellin 
📍Cali…",1
"@chuchoagudelo1: #PetroNuncaSeraPresidente
Que dirá el Falsario estafador de @GustavoBolivar de la abucheada Monumental que le pegaron a…",0
"@GustavoBolivar M E T R A L L O

Medellín
Está
Tratando de
Regresar
A
Lo que 
Los buenos paisas
Obtuvieron hace tiempo y se perdió.

Está tratando de llegar a ser la mejor ciudad de Latinoamérica, y tratado de ser el mejor vividero del país, tratando de superarse a sí misma cada día.
#Metrallo",1
"Han pensado que lo del robo en Medellín es montaje para mejorar la cara de la policía???
... O es q he visto muchas películas y esos ladrones eran unos soquetes!!! 
🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️",1
"Hermoso mi Medellín del alma...
Fuera setentaHPPPPPPP guerrillero.... https://t.co/78KXzFbDC4",0
"@Jokeraton: ¡Según los análisis Petro supera en Medellín al uribismo y fajardismo, y estará hoy visitando está ciudad!...

¡Por eso el H…",1
"@tecnologiassica M E T R A L L O

Medellín
Está
Tratando de
Regresar
A
Lo que 
Los buenos paisas
Obtuvieron hace tiempo y se perdió.

Está tratando de llegar a ser la mejor ciudad de Latinoamérica, y tratado de ser el mejor vividero del país, tratando de superarse a sí misma cada día.
#Metrallo",1
@nefeerr: Medellín conmemora la Semana por la Tranquilidad y Gestión del Ruido https://t.co/4hhMob716v,1
La peli de ayer  en Medellín fue por aquí ::: 😱 https://t.co/CLegaQcaLg,1
@MargaritaRepo Ojalá no solo fuera Medellin,0
@Yomel62249443: @elkin_isaza Y luego estos hdpta lo presentarán como apoteosis la visita del carechimba este a Medellin.,0
O soy yo o hoy toda la gente linda de Medellín dijo voy a salir,1
"@DSOTELOZ M E T R A L L O

Medellín
Está
Tratando de
Regresar
A
Lo que 
Los buenos paisas
Obtuvieron hace tiempo y se perdió.

Está tratando de llegar a ser la mejor ciudad de Latinoamérica, y tratado de ser el mejor vividero del país, tratando de superarse a sí misma cada día.
#Metrallo",1
"#PetroJamasSeraPresidente Se le olvidó que en la mayoria no somos primera línea. 
https://t.co/dGevqItwAD",0
"@LaPazColombiani: — Esta Mierda qué es? 😨
No es en Estados Unidos de América, es en Medellín - Colombia.
#LaInseguridadEs https://t.co/j…",0
@AHxb: Prometo sorprenderme si dentro de los capturados en Medellín hay algún policía o miembro del ejercito.,1
"@DanteScarpetta @JEAM_79 M E T R A L L O

Medellín
Está
Tratando de
Regresar
A
Lo que 
Los buenos paisas
Obtuvieron hace tiempo y se perdió.

Está tratando de llegar a ser la mejor ciudad de Latinoamérica, y tratado de ser el mejor vividero del país, tratando de superarse a sí misma cada día.
#Metrallo",1
@sanvalgo @ISAZULETA @petrogustavo Al ver él rechazo contundente de los ciudadanos del centro de Medellín a Petro se salió de los chiros la señora 😯,0
"@calindignado: FUERA LAMBÓN !!
FUERA PETRO !!!
Gritan en #Medellin al guerrillero @petrogustavo y sus simpatizantes 
 https://t.co/oI7qr…",0
@ParraLuisE: En Medellin @petrogustavo ratifica que el pilar fundamental de de una sociedad colombiana en Paz exige que los profesores y…,1
"@luciaposadam: Eso Medellin 👏👏👏👏fuera Petro, que sepa que no es bienvenido en nuestra tierra.",0
"@vickymarinu: Así recibieron hoy a Petro en el Hueco en Medellín 
😂😂 👏👏👏",0
"@D4L888 M E T R A L L O

Medellín
Está
Tratando de
Regresar
A
Lo que 
Los buenos paisas
Obtuvieron hace tiempo y se perdió.

Está tratando de llegar a ser la mejor ciudad de Latinoamérica, y tratado de ser el mejor vividero del país, tratando de superarse a sí misma cada día.
#Metrallo",1
@Number3_____: Mucha gente criticando el robo de ayer en Medellín y no es por justificarlos ni nada pero es que si yo fuera ladrón me ro…,0
"Como así q los mamerticos petroñeros están ofendidos porq sacaron casi q a ""patadas"" a sus amiguis grajientos y al hp megalómano ojibrotado d @petrogustavo 🧟 del centro d Medellín?🤔jajaja🤣... que belleza,para q sepan q Antioquía si se hace respetar y q acá no los queremos 😬💚",0
"@Isavalle25: Fueraaaa‼️Petro en Medellín 👏👏👏👏👏🥳🥳🥳🥳
Sigan hilo.",0
@luisfervaldes20 @conservitaleche @CabalPrensa @MariaFdaCabal @CeDemocratico @AlvaroUribeVel @AlvaroUribeVel Dotor que saludes desde Medellín que lo recuerdan con cariño hijiitos por dios,1
@Caracol1170AM: Desde el 25 de noviembre Easyfly vuela directo entre Medellín y Mompox https://t.co/zuSES3OP3W #Bolívar #Colombia #Sudam…,1
"Docente fecode @FisicoImpuro suba ese video sacando al perro guerrillero Gustavo Petro de Medellín 

https://t.co/0itQcnHHBn https://t.co/Bo0GbMOby5",0
"@luciaposadam: @sebaslopezv @petrogustavo Eso medellin 👏👏👏👏que entienda Petro que allá no lo quieren, fuera Petro .",0
"@CamiloSalazarRe: En Medellín rechazamos la llegada del jefe de Quintero, Gustavo Petro

Así reaccionaron algunos ciudadanos al verlo en…",0
"#AmorRebelde de @alejandrobernal está en cines:

📍Bogotá: @CinematecaBta 
📍Medellín: @colombomedellin @MAMmedellin 
📍Cali: Cinemateca del @MuseolaTertulia
📍Pereira: @camarapereira
📍Mariquita: All Vine
📍San José: Cines3

🎬 Producen: @LuloFilms
@SenalColombia https://t.co/l22MovXywm",1
@Guardianes_Ant Expulsado?? Jajajaja el uribismo murió hasta en medellin. https://t.co/LzNCGmPf9h,1
"M E T R A L L O

Medellín
Está
Tratando de
Regresar
A
Lo que 
Los buenos paisas
Obtuvieron hace tiempo y se perdió.

Está tratando de llegar a ser la mejor ciudad de Latinoamérica, y tratado de ser el mejor vividero del país, tratando de superarse a sí misma cada día.
#Metrallo",1
En medellin por ejemplo... https://t.co/XmNu18ebci,1
"@marucha4166: Y además, Medellín es la cuna del mejor presidente que ha tenido Colombia, Álvaro Uribe Vélez.",1
Sacaron a los guerrilleros a patajajajaja AMO A MEDELLÍN!! 💕 https://t.co/0ynhYFYXze,0
"@Juridicoandreb1: @hernancadavidma Medellín y Colombia te lo agradecemos Hernan, legítima representación de la mano dura y del corazón g…",1
"Impresionante RECIBIMIENTO a petro en Medellín... Eso sí es llenar calles y plazas públicas...

Que bien mi Medellín con petro pero AFUERA... Y bien LEJOS... https://t.co/dw9Xy3sdar",0
"Medellín cada vez me hace sentir más orgulloso de vivir acá, ese desprecio a Petro es un ejemplo de lo que se debe hacer en todos los rincones del país contra ese terrorista. Por eso Medellín es la ciudad ejemplo y más desarrollada de Colombia",0
"@florez_pulgarin: Autoridades impidieron millonario robo en Medellín. 

Pero las Autoridades no impidieron millonario robo de Karen Abud…",1
"@forbescolombia: Bajo el lema “Medallo en el mapa”, el artista espera llenar el estadio Atanasio Girardot. El concierto se realizará el…",1
Las apps de Android en Windows 11 más cerca: están disponibles en el canal Dev #Medellín https://t.co/8z4OlQunyr https://t.co/s4p7G7wpfi,1
Avisen que Ingratax grabó un nuevo sencillo en Medellín.,1
@Maluma_Updates: 📸| Póster oficial y precios para el concierto de Maluma en Medellín. https://t.co/b3VbqeoiWM,1
@casara73: Me llega por interno en el restaurante los Kioskos #2 ustedes que opinan Medellín y sus alrededores están infectados de banda…,1
"@DirectorPolicia: Nos sentimos orgullosos de nuestros #HéroesDelCuadrante de @PoliciaMedellin, ejemplo de valentía, arrojo y compromiso…",1
"Bueno la señora Claudia dejo sus amigos cuidando  la ciudad,  igual que hace Quintero Calle en Medellín  y Ospina en Cali 😡😡😡 https://t.co/WOaACMV32R",0
"@JoseFer22809826: Los del atraco en Medellín son:
-Activos o retirados?
-Heroes de La Patria o Buenos Muchachos?
-Fervientes seguidores…",1
"@UnTipicoTipito: Foticos de los ladrones. 
berlín moscú tokio y transito #Medellin https://t.co/9CUFieEm8H",1
"@MargaritaRepo Ya en Medellin no les creemos a su régimen narcoparamilitar en Medellín ya somos más los que creemos en un nuevo proyecto q no implique muerte y narcotrafico como todo lo que ustedes tocan, vamos a demostrar lo poco que valen estos mandaderos de asesinos!
#PetroPresidente2022",0
"Cosas que llegan por guasaaaa 🤣😂🤣🤣 Gussss vamos pa la montaña, para chuzarte con una guadaña y dejarte templado como telaraña🤣🤣 Me fui pa Medellín pero allá la gente me regaña, me araña y me quieren dar palo como musaraña. @petrogustavo @GustavoBolivar https://t.co/Csnc6CaLuc",0
"¿Paracos? No petristas, la clase popular, el colombiano de a pie, el trabajador, la Medellín pujante le dice a @petrogustavo : ¡Fuera! https://t.co/9QWvpE156M",0
@anamarqr Música para mis oídos. Fuera el CACAS de Medellín.,0
@GaviriaNatalia: Medellín necesita + gente buena ☑️,1
@_Gelver_ El mismo Medellín que usted llama metrallo? https://t.co/6Bkw6myCyy,0
@figuerjoda: Sí hubo robo en fundidora de oro en Medellín: autoridades aumentan la recompensa https://t.co/p8mN78aZ4T,1
"@IsabelHdz05: Yo que valgo Oro, estoy prácticamente en peligro en las calles de Medellín 💁🏼‍♀️",1
Medellín conmemora la Semana por la Tranquilidad y Gestión del Ruido https://t.co/4hhMob716v,1
"@natiibedoya @petrogustavo Medellin y toda Colombia 

va por el futuro va con 

@MariaFdaCabal",1
@Escritoraa2: Excelente Medellín asi es que se recibe al guerrillero @petrogustavo,0
"@elemputededios: Después de ver el apoteósico recibimiento al hampón en Medellin, ufffff creo que ya no vendo ni liquido mi empresa, hay…",0
"#MedellinEstaCambiando 
Medellin va a ser una de las ciudades clave para la derrota del Uribismo y el triunfo de la Colombia Humana con Gustavo Petro, porque Antioquia ya no le pertenece aquellos que han saqueado la región! https://t.co/7lVFrcCi6O",1
@VickyDavilaH: EXCLUSIVO: SEMANA revela impresionantes imágenes de cámaras de seguridad tras atraco frustrado en El Poblado de Medellín…,1
@QuinteroCalle: Así capturamos a los 11 delincuentes en el intento de hurto en Medellín. https://t.co/JMOtKlWifL,1
"@Fennix73: Viendo esa planeación tan cula del atraco, uno sí puede pensar que los asaltantes trabajan con la Alcaldía de Medellín: inefi…",1
@SandraMarin1982 Cuanto le apuesto que pinturita está detrás del atraco frustrado a la bodega de oro en Medellín.,1
@Mariamesa77Mesa: Entonces en Medellín ya existe la secretaría de utilería?,1
@matiasmaiguel12: @JoseMejiaCD @jbagbam Mi pregunta que hace el partido del sindicado de asesinato fuerza ciudadana en Medellín.,1
@joseshidarta: Porqué creen que los del asalto hoy en Medellín ¿son URIBISTAS?,1
Que planes recomiendan para Medellín,1
"@LuisaDi38220607: @JoseMejiaCD Fuera de Medellín, fuera guerrillero bandolero mitómano pedofilo",0
@AlveiroEnrique: En Medellín están pasando cosas: Según .@elcolombiano van 2.423 hurtos a establecimientos comerciales en el 2021 https:…,1
"@diegonoticiass: *hay una balacera*

gente normal           /           paisas https://t.co/sFuJNcyGZK
#InseguridadEs
#metrallo
#Medellin",1
@IvonneMilenaGo @DeLaCalleHum Dígale al señor de las bolsas que lo odian en Medellín.,0
"@petrogustavo Medellín no te quiere, payaso",0
@StephBTSE: #ProhibidoOlvidar El 5 de Nov del 2002 las FARC hoy @ComunesCol pusieron un retén ilegal en la vía entre Medellín y la Costa…,1
Qué ganas de ir a Medellín.,1
"@PabloJlloVasco: Medellín se llenó de bandidos, empezando por los del piso 12.",1
"@willj84753699: ¡ATENCIÓN COLOMBIA!
@petrogustavo ya está en Medellin reunido con profesores y la academia.
#MedellinEstaCambiando https…",1
"@Anamariagc3: @DiegoFi27933574 La tenemos clara, Colombia 🇨🇴 es la joya de la corona del foro de São Paulo y agenda globalista dirigida…",1
@CarlosG61470212: @petrogustavo Pon la puteada y la echada que te hicieron en el centro de Medellín.,0
@petrogustavo Pero asi fue como lo recibieron en medellin y le dicen toda la verdad. https://t.co/5iOhfGj7fv,1
@jaimeruca: @JoseMejiaCD @Tyche78Tyche Nos equivocamos ... Pero enderezaremos el camino !!! Vamos Medellín !!!,1
Díganle a Uribe que salga a caminar por las calles de Medellín por estos días y verán lo chévere que lo tratarán 🤣,1
@LuisMaraiano: El señor @petrogustavo tiene un merecido recibimiento en Medellín. https://t.co/QYm7x1rpIb,0
"Les comparto hermoso hilo con videos de la putiada a Petro en Medellin hace un rato, le gritaron de todo y se dió cuenta que esta ciudad probó algo de comunismo con este alcalde y no le quedó gustando.
Hay esperanzas 🙏 https://t.co/ePRoEgYCiX",0
@ALEXBECARIAS: @JoseMejiaCD @jbagbam 11 delincuentes de al menos 25 atrapados robando oro con fusiles en medellin el día de ayer y este…,1
@jbagbam: Otro asalto como el de hoy en Medellín y @MariaFdaCabal gana en primera vuelta.,1
@FelipeIdarraga4: #MedellinEstaCambiando quiero esta ciudad progresista y hoy quedará demostrado que Medellín ya no le pertenece al urib…,1
"@FiscaliaCol: #ATENCIÓN | Desde Medellín, el Fiscal General, Francisco Barbosa, anunció que gracias al trabajo articulado entre Fiscalía…",1
"@Alejoportilla: En el sector del hueco en Medellín, gente trabajadora, honesta, que luchan día a día en sus negocios para salir adelante…",1
Tal parece que hay una cáptura por error 😪 https://t.co/9QVkOCjtDB,1
"@davalho: Cinco certezas sobre el alcalde de Medellín y su gestión:

•No es independiente.
•No es de izquierda.
•No ha luchado contra la…",1
Cómo es posible q saquen de Medellín a este emprendedor... https://t.co/9PcScxCGq8,1
@AnnaLunaII: Te amo Medellín❤️,1
Como así que abuchearon al guerrillero de petro en Medellín y no que ya era el presidente como se les ocurre hacer eso jajaja,0
"Escritores de Netflix escibiendo para una serie de lo que sea que paso ayer, a medio dia, en la Av Las Vegas en Medellin https://t.co/g1bZHAzPlX",1
@radiosantafentc: Fiscal General confirma que ladrones de robo de película en Medellín lograron llevarse más de $550 millones en oro htt…,1
"Eso Medellin 👏👏👏👏fuera Petro, que sepa que no es bienvenido en nuestra tierra. https://t.co/mE06fnGtne",0
@Monis_32 @MalaMMujer En medellin ya lo estan haciendo,1
@leandro_n0818: Se imaginan que hubieran linchado a Petro en Medellín? Hubiera quedado establecida definitivamente la superioridad de la…,0
"@mamertisimo: @sebaslopezv @petrogustavo Un grupo de uribistas ,pocos pero bullosos,abucheando y usted supone que es todo Medellin? dese…",1
"En medellin, dirigentes de @fecode haciendo proselitismo con el candidato comunista, Gustavo Petro https://t.co/YqwoASrBl4",0
"@JoseMejiaCD Excelentes videos. Claro como el baboso no pagó los 200 Venecos que siempre lleva, le salió la verdad. Nadie lo quiere y eso que en Medellín está su socio Quintero. Lleven a la @MariaFdaCabal para ir vean lo que la gente quiere.",0
"@mas_medellin: Dice el enredador en @BluRadioCo que la oposición en Medellín es muy mezquina. Lo dice el alcalde más mezquino, soberbio…",0
"@MargaritaRepo Que horror! Que cinismo! Medellin le pertenece al Centro Democrático, según la señora.",1
"¿Qué nos quiere decir la ansiedad?

Que vives demasiado deprisa, quieres hacer más cosas de las que realmente puedes.

Que hay algo que estás haciendo que no quieres hacer.

Deseas hacer algo, pero lo estás retrasando.

¿Te identificas con alguno?

#ansiedad #medellin #psicologa https://t.co/HbJcpmWPD0",1
@renacercamion: @QuinteroCalle @sttmed @AlcaldiadeMed @Areametropol Se han dedicado a estigmatizar a quienes a diario luchamos por mante…,0
@valendoblelopez @metrodemedellin Por si nadie te lo ha dicho: muchas gracias en nombre de Medellín 👏🏾,1
Desde el 25 de noviembre Easyfly vuela directo entre Medellín y Mompox https://t.co/zuSES3OP3W #Bolívar #Colombia #Sudamérica #Latinoamérica #América https://t.co/jR7OG3aLWb,1
"@JhonAlbarracinR: @RevistaSemana Vendedores de Medellín, ""mire ahí va Petro, vamos a chiflarlo"".

Los mismos vendedores de Medellín sí e…",0
"@Danielbricen: Bogotá: Secuestrada por la delincuencia mientras su Alcaldesa se toma fotos en el exterior.

Medellin: Secuestrada por la…",0
"También hay circulación muy lenta en Av. Hidalgo, desde Av. Enrique Díaz de León hasta Contreras Medellín. #Infotraficogdl.",0
@fernapaba: ¿A que hora sale el vuelo de @mluciaramirez para Medellín? https://t.co/NC0MYZNlQt,1
"@lina_cuenta: Si #PetroEsHambre, en Medellín gritan que Petro es  la esperanza para acabar con el hambre de Antioquia y el resto del paí…",0
Hola bebe como estás acabo de aterrizar en medellin naaaqv,1
"@MximoDc74078520: @ELTIEMPO Ayer Medellín, hoy es el turno de Bogotá, esperen pronto Cali, Barranquilla, Cartagena, Pereira y toda Colom…",1
Voraz incendio en Medellín consumió al menos ocho viviendas https://t.co/TrTsVMrLyh,0
@sandoval_018 Se va vestida de una como se va a ir para medellin JAJAJAJAJAJ,1
@QuinteroCalle: Nos hicieron perder 12 billones en Hidroituango y ahora nos quieren hacer perder 2 más en UNE. Si Concejo no permite act…,0
¿Qué es lo qué está pasando en Medellín con el tema de la seguridad? - ifm noticias https://t.co/MoIF1bbSbX,1
"Para ver el comportamiento del COVID-19 en el departamento de #Antioquia ingresa al siguiente enlace https://t.co/HBMjymu3nK

Nuevos casos: 359

👉Medellín (212)
👉Bello (29)
👉Rionegro (21)
👉Itagüí (19)
👉Envigado (13)
👉Caldas ( 8 )
👉Apartadó (6)
👉Remedios (6)
👉Sabaneta (5) https://t.co/PAaWD5riBt",1
"@AmeliaFighter1: Así es como se debe recibir y despedir a Petro de todas las ciudades de Colombia, con una ensordecedora chiflada para q…",0
"@merecumbiandofu: Medellín probó un poquito de socialismo y no les gustó !!!  

Fuera Petro HP!",0
"#Notired360 🚨Con abucheos y gritos fue recibido Gustavo Petro  en la Ciudad de Medellín, la tarde de hoy.

Video suministrado 👇👇 https://t.co/o3NW0EplLM",0
"@Jlmedina168: ¡ATENCIÓN COLOMBIA!
#Medellin, la saco del estadio!
Esto es poesía Antioqueña dedicada al hombre que destruyó a toda Colom…",0
@Don_Patriota1 De Medellín por paisas... no será por pastusos xd,0
"@Acosta497 @DionisioHermes @ArgiroCasta58 @NEPTUNO92073415 Voliando Antioqueño y Medellin, sabrosoo. Y salud!!!",0
"@sebaslopezv @petrogustavo Eso medellin 👏👏👏👏que entienda Petro que allá no lo quieren, fuera Petro .",0
¿Por qué me fui de Medellín?... https://t.co/SZJqYqRn8Z,0
@sergio_fajardo: Hoy hace 22 años nació @compromisociu en Medellín. Hemos demostrado que se puede cambiar la política y transformar la s…,1
"@EstefaniaCuar10: Yo los amo más, y soy paisa.
Ya estamos prevenidos con lo que nos pasó con Quintero, no creo que nos vuelva a pasar.
F…",0
"#saquelargowin patriotas 1 - medellin 1, santa fe 0 - junior 0, tolima 1 - millonarios 1, cali 2 - quindio 1, pasto 1 - águilas 0",1
"@Pollito_pi: @cedroypino faltaba el rolo hpta que vive en medellin, ay ya me acorde de ud es el viejo calvo que se la pasa acosando pela…",0
@juliogonzalezvi: ¿Algo más inconstitucional que el Alcalde de Medellín no asista al Concejo a presentar la ejecución del presupuesto de…,0
FUERA PETRO DE MEDELLÍN https://t.co/xGK29nTijX,0
"Debemos seguir el ejemplo que impartio Medellin hoy, todos a salvar la patria; fuera fuera fuera …………..",1
"@SinCensuraCol: ¡Petro en Medellin
 ¡El cambio es ahora!
 La ciudad de la eterna primavera vuelve a florecer con otros gobiernos. 💐",1
"El líder de la Colombia Humana fue abucheado en un recorrido con su equipo político por el sector de El Hueco. Ante lo tensa que se puso la situación, Petro abandonó la zona escoltado. ⬇️   https://t.co/hJt6V9M7b9",0
"🚨 ¿Qué provocó el voraz incendio en #Medellín que consumió ocho viviendas? 

Todos los detalles te los contamos aquí 👇🏻 

https://t.co/LWdxnT9ZBE",0
@honohenriquez las mentiras de fuerza ciudadana no funcionan en medellin,0
"#SaqueLargoWIN Ganadores
Pereira, Enviado, Alianza, La Equidad, Cali, Santa fe
Empatan
Nacional, Medellín, Tolima, Pasto",1
@DonJediondo Jajajajaja. Un saludo desde Medellín. Su mejor papel yamid en la luciérnaga. El mejor !!!,1
@L21860216: Así sacaron a Petro del sector del  hueco en Medellín https://t.co/hYL17FuqnT,0
@IvonneMilenaGo: ¿ Cuántos creen que hoy Medellín será Petrista ? debido a que #MedellinEstaCambiando,1
Un grupo de sujetos armados robaron dinero y joyas avaluadas por los 30 millones de pesos. Los detalles acá → https://t.co/W7Uigsx3SC https://t.co/NqSPk7boTs,0
@RevistaSemana: SEMANA revela las impresionantes imágenes de cámaras de seguridad durante atraco en Medellín https://t.co/ZOLuSHTfMz,0
"@Szyslaky3967: Auditorios full en Medellín con la visita de Petro. La gente se emociona y enloquece, interrumpen el discurso y gritan co…",1
"Los paisas haremos respetar nuestra democracia , nuestra institucionalidad. Hoy le decimos a @petrogustavo Fuera de Medellín no queremos su politiquería aquí.",0
"@JuliaDelSocorr2: FUERA PETRO
FUERA PETRO
FUERA PETRO
De MEDELLIN y de 🇨🇴😡😡😡😡😡",0
Un manto de dudas frente al robo en El Poblado: Fiscal Francisco Barbosa desmiente al alcalde de Medellín https://t.co/QD7hS839U8 vía @ifmnoticias,1
@jsanchezcristo: #SuperamosAlCineCon el intento de hurto en el barrio el poblado de Medellín. Armas de película y no lo duden con mente…,1
@letramenuda_: #Noticias #ULTIMAHORA  sacaron a Gustavo Petro del centro de Medellín https://t.co/egFCN6yWb1,0
@RevistaSemana Recuerden es el candidato de la administración municipal de Medellín. https://t.co/tXPo4bnzqs,1
@NORLINGJA: @petrogustavo Como un perro así lo reciben en Medellín. https://t.co/hpcL80k7j0,0
@nadavamalirsal: ¡Medellín será la tumba del Uribismo!,1
"Gracias al inicio de la vacunación en las sedes de @Buen_Comienzo en Medellín se dobló la cifra de niños vacunados, entre los 3 y 5 años, en un solo día!!! Al finalizar noviembre se espera que unos 27 mil niños estén inmunizados😍😍😍😍 https://t.co/pIqS4ycWx9",1
"@Villegasalejo: #Opinión Al contrario de quienes celebran que saquen a gritos a @petrogustavo del centro de Medellín, me parece un signo…",1
"@petrogustavo Cuente como le fue en Medellín, JAJAJAJAJA",1
"@Guardianes_Ant Ay no que oso !🤦🏻‍♀️
Esos uribistas siempre haciendo el ridículo.
Cómo van a decir que toda medellín es Uribista 😂",1
"@JoseMejiaCD Así que Medellín  ya no es tan uribista como antes, un cambio muy gonorrea si la casa del uribismo está dejando de ser tan uribista es que el país está muy mal ajajaja",1
@Charlie_sl73: Así echaron al cacas marido de Quintero de #Medellin,0
"Estoy ya casi leyendo trinos de borregos petristas, diciendo que fueron los uribistas que lo sacaron como a sombrerazos de Medellín. si así fuera, es para que se den cuenta cuantos uribistas hay en Antioquia.",0
@OxigenoFM: Se cumplió el sueño: Maluma se presentará en Medellín en abril del 2022 https://t.co/05k264UYuv,1
"@Jorgitoceledon 
17 de diciembre 
#Medellin 

Fonda tutaina. https://t.co/uPwwwgE2UE",1
"@RosiGaviria En Bogotá pasa en San Andresito, pero el nivel ideológico de los vendedores del centro de Medellín rayan en lo paraco.",1
La rechiflada a Petrochenko en “El Hueco” en Medellín... Poesía pura! https://t.co/r2mU6EDYVo,0
Será que este año si será el de ir a Medellín a ver alumbrados 🥴🥴🥴,1
@jairoaguilarpi @JoseMejiaCD Jajajaja....que se vaya a joder a otro lado. Medellín se respeta !!! 🤣🤣🤣🤣🤣,0
"@gallegodany: ¿Cómo no amar Medellín? Fuera, fuera, fuera @petrogustavo de Medellín, de Colombia... Pasaremos a la historia como el pueb…",0
El robo en Medellín sí se concretó: ladrones se llevaron más de $ 500 millones en oro https://t.co/hEQqBzKp5R,0
FRUSTRAN ATRACO DE PELICULA EN UNA BODEGA MEDELLÍN https://t.co/kLcAPdXqsC,1
"@zonacero: Asalto con fusil en Medellín sí se consumó: se llevaron 3.000 gramos de oro
https://t.co/1GCsRwTLkD. https://t.co/HNSzGXbPud",0
"La ciudad de Medellín le dio una patada en el trasero al hampón de las bolsas y todos los demás municipios deben hacer lo mismo con ese pirómano y terrorista, por eso hay que alzar la voz y decir #FueraElCacasDeColombia",0
@valeriacdgarcia @ArgosaGuimel Recuerden es el candidato de la administración municipal de Medellín. https://t.co/gDAKPvhxxf,1
"#SaludUNALcontigo radio
Todos los sábados en 98.5 F.M. en Bogotá a las 8:30 a. m. y los martes en 100.4 F. M. a las 9:30 p. m. en Medellín
Recuerda que puedes volver a escucharlos por https://t.co/zdhZiWQ9Zv
@RadioUNAL https://t.co/XF1eBFkf7k",1
"FUERA PETRO
FUERA PETRO
FUERA PETRO
De MEDELLIN y de 🇨🇴😡😡😡😡😡 https://t.co/9VZrFbjmkk",0
@Salu_Macallan8 @mas_medellin @BernardoAGuerra @andresguerraho ojo ojo ojo ojo ojo ojo ojo ojo https://t.co/1wU9E3EZeL,1
@titor42: Asi recibió medellin hoy a el ifueputa de @petrogustavo antes de que salga a decir que aca lo idolatran como a un dios https:/…,0
"@JEAM_79: 👉 CUANDO ERA NIÑO

una de las formas de estigmatizar a Medellín era llamándola ""METRALLO""

hoy gracias al gobierno progresista…",0
@IsabelHdz05: Necesitamos a @MariaFdaCabal y a @RafaNietoLoaiza en Medellín para recibirlos como se merecen 🙏🏼💪🏼🙌🏻❤,1
@admv_juansc: Yo teletransportandome para estar en el concierto de Juan en Medellín😭🤙 https://t.co/r0cvaNSe16,1
"@simonmolinag: En Medellín opera el 43% de los grupos delincuenciales organizados del país, hay más de 350 bandas criminales

Ahhh pero…",0
Sí hubo robo en fundidora de oro en Medellín: autoridades aumentan la recompensa https://t.co/p8mN78aZ4T,1
"@andersoncasta16: Hoy, @petrogustavo en Medellín.
#PactoHistorico https://t.co/1Z80X4Xu2n",1
"@OlimpicoCol: 🇨🇴 La Selección Colombia de Tiro con Arco fue la más destacada, con tres oros, durante la jornada dedicada a las modalidad…",1
@iLordPetrosky ¡Medellín no es Uribista!,1
