full_text,sentiment
@Jece42872998: @RevistaSemana Recuerden es el candidato de la administración municipal de Medellín. https://t.co/tXPo4bnzqs,0
"Algún idiota votará por @petrogustavo en Medellín,  no faltan los vagos mantenidos en todas las ciudades...lo acompañó la primera línea y el coro de lamezuelas de @QuinteroCalle https://t.co/CIjQtq6tai",0
"Una belleza esa sacada de Petro de Medellín, una belleza 👏👏👏👏💪💪💪 https://t.co/pLA089LLkG",1
"@AlexFlorezH: Sobre mi proceso académico y el rector de la Universidad de Medellín @FedericoRes.
 
No le rehúyo al debate, aquí estoy #D…",1
"@aplastapayasos: ¡Que nervios, no han dicho si los manes de “la vuelta” en Medellín, son activos o retirados!",0
"@an_autumn_bird Y el de los paisas también.

Tuve una amigovia de Medellín que además de guapísima me derretía nomás de oírla hablar. 😍😍😍",1
@RonaldQuintero_: La alcaldía de Medellín es el tráiler de la presidencia de Gustavo Petro.,0
@anatolykarpovv: Díganle a Uribe que salga a caminar por las calles de Medellín por estos días y verán lo chévere que lo tratarán 🤣,0
@Acorazado_blind: Medellín le dice no al comunismo y al siniestro y peligroso @petrogustavo https://t.co/iYNqNIGMca,0
@elcolombiano: El futuro de Daniel Quintero como alcalde de Medellín se podría definir el mismo día de las elecciones legislativas de 20…,1
"@AldumarForeroO: ¡Fuera Petro! ¡Fuera Petro! ¡Fuera Petro!

Así fue abucheado el neocomunista chavista de @petrogustavo en Medellín.

En…",0
"@Kaladin2017 Bueno zurdito empobrecedor y expropiador sigue llorando como los están sacando

Asi como sacaron hoy a Petrico de Medellín

Lo dejo q tengo q dar una conferencia",0
"@ColoniaRec: @Araalikian, multipremiado violinista confirmó su doble presentación en nuestro país en compañía del pianista cubano Ivan “…",1
@Tyche78Tyche: Un manto de dudas frente al robo en El Poblado: Fiscal Francisco Barbosa desmiente al alcalde de Medellín https://t.co/QD…,0
@JMayungo: @petrogustavo Hoy se demostró que Medellín no lo apoya... que los comerciantes del centro que usted perjudicó con su Paro Pet…,0
@Richiramir: Medellín ya no le pertenece a los bandidos #MedellinEstaCambiando,1
"Expulsado el narco-asesino @petrogustavo de Medellín ahora es que diga que lo llevaron en hombros por las calles de Medellín. 
Bien por los paisas  https://t.co/fSsmKUUXlH",0
"@Guardianes_Ant Algún idiota votará por @petrogustavo en Medellín,  no faltan los vagos mantenidos en todas las ciudades...lo acompañó la primera línea y el coro de lamezuelas de @QuinteroCalle",0
@Adrylulozano: @ElRepublicano09 @petrogustavo Gracias Medellin!!!,1
@anamarqr @gerlat1969 Y petro se atreve ir a medellin?,0
"@LuzMariaBe: Aquí puede ver usted al ciudadano común, no a la ""oligarquía"",rechazando la campaña - visita de Petro en el centro de Mede…",0
"@EdisonBedoya21: Pequeño mequetrefe, cuánto le pagaron a esos 4 pelagatos, para atacar a @petro?

Sebastian, Antioquía, y Medellín, ya n…",0
"@SinCensuraCol: Otro chiste sobre el robo del siglo 🤣
Resulta q de los 12 ladrones, 11 fueron capturados y uno se escapó. 
Vaya sorpresa…",0
"@DJHVALDAJEIR: A donde vaya Gustavo Petro la ciudadanía debe manifestarle su ""cariño"" así como en Medellín.

¡Para fuera ese hijueputa d…",0
"@Pelicolombianas: Petro ya está en Medellín y el pelito lo sabe. 👏👏👏

#MedellinEstaCambiando https://t.co/SaNyZjzZQE",1
@ZanganoAgain: Sacaron a los guerrilleros a patajajajaja AMO A MEDELLÍN!! 💕,0
@rolocardenal: @ElRepublicano09 @petrogustavo Que paso Petro no es que gana en primera vuelta? 🤣🤣🤣🤣🤣 Bravo Medellín! 👏👏👏👏👏👏👏👏,0
"@LaMega: ¡Medallo, papá! Maluma anuncia concierto en Medellín el próximo año https://t.co/T71T9mzZQB https://t.co/jZDw5QbzFI",1
@IvonneMilenaGo: Hoy Medellín gritará Petro Presidente.,1
"@verdolaga2323: 11 capturas y uno de los delincuentes en el hospital, dan cuenta de la efectividad y legitimidad de nuestra Policía Naci…",1
"@Pelicolombianas: Ayer cogieron en Medellín 11 sufragantes de mi dotor Uribe. Bien ahí, Quintero. 👏👏👏

#MedellinEstaCambiando https://t.…",1
"@LuisMaraiano: Suerte mari...k, le gritan en Medellín al señor @petrogustavo, y no de equivocan ese tipo tiene todos los vicios por habe…",0
@GLeguizamon2: @JoseMejiaCD Apoteósica manifestación de #Petro en #Medellin #FueraGuerrillero . Ve mi estimadisimo @Salu_Macallan8 ahí t…,1
@JoseMejiaCD Extraordinario. Este es el 1 en las encuestas y que se cree Presidente. Ahora sale a decir q fue apoteosica su visita a Medellin. Creia q estaba en el bronx,0
"@CRoldanV1: Ese es otro Maduro, le gritan a Petro en Medellín. 
🤗🤗🤗🤗🤗🤗😶 https://t.co/llEfY1zm5s",0
@MinTransporteCo: #Comunicado🗞| Acciones impulsadas por el Gobierno Nacional permitieron la movilización de más de 25 millones de tonela…,1
"@InfoDIM: Medellín: lista de salidas con Andrés Mosquera Marmolejo, Andrés Cadavid y otros https://t.co/zvdkcnHxzK",1
"@Jokeraton: ¡Ojo a esta encuesta!...

¿Usted prefiere gobernando en Medellín a @QuinteroCalle o al GEAUribismo?

¡Vote y comparta!

#Tod…",1
"@EpicuroDeSamos_: Qué bueno que @petrogustavo esté hoy en Medellín, un hecho impensable hace pocos años, pues era tierra uribista a rabi…",1
#PetroEsHambre Fuera petro. Lo sacaron como una basura de Medellín. 💩🗑️🤮,0
"Para el hipócrita de quintero Ahora sí la policía de Medellín es la mejor pero cuando sus muchachos los terroristas callejeros vandalizaron la ciudad eran los peores cobarde",0
"@petrogustavo Si grandisimo Hijo De Puta pero no sos capaz de caminar por las principales calles Medellín, solo andas en camioneta, porque te da miedo pedazo de mierda Hijo De Puta. 🤡💩🤡🙏",0
"@odossma: Tengo el honor de representar a @Collective_Col en el #ColombiaGoldSymposium2021. Allí hablaré sobre nuestro Proyecto Guayabal…",1
"Así fue recibido Petro en Medellín♡___ Antioquia no __ es Uribe __ https://t.co/lHolOZ1QUi",1
"Medellin, ciudad hermosa 😍 https://t.co/nTMobi7s3k",1
"@Cadenalatam: Frustran #Robo en empresa de #Oro en #ElPoblado en plena #Balacera #CadenaInforma #Policial #Medellin https://t.co/RLNCf1…",0
"@SARGENTOCHALA: El uribismo guarda silencio con lo ocurrido en Medellín, no hay como enjuiciar al alcalde Daniel Quintero ni como decirl…",0
"@PizarroMariaJo @petrogustavo @fecode @ASPU_Colombia Pues farcobe siempre a sido de izquierda eso no es raro q esos socialistas lleven escenarios lo bueno fue esto en las calles de Medellín abuchearon a esa lacra terrorista bandido hampón sicario.Medellín se respeta y no se arrodilla ante los delincuentes ni sicarios ni asaltantes. https://t.co/cE21M5ay0K",0
"@Jlmedina168: A esto sí que le tiene miedo el #Matarife en #Medellin. Gustavo Petro será quien mande niveles electoralmente en Medellin…",0
"#Voces | Masivo recibimiento a Gustavo Petro en Medellín por el sector del magisterio y la academia

https://t.co/zmGIIRcjc6",1
"Que alegría ver como Medellín le grita a @petrogustavo que se vaya, necesitamos mas colombiana con ese patriotismo, que entiendan lo que representa la izquierda y lo nefasta que es.",1
@petrogustavo FUERA DE MEDELLIN MALDITA RATA,0
"@DiogenesFumeta M E T R A L L O

Medellín
Está
Tratando de
Regresar
A
Lo que 
Los buenos paisas
Obtuvieron hace tiempo y se perdió.

Está tratando de llegar a ser la mejor ciudad de Latinoamérica, y tratado de ser el mejor vividero del país, tratando de superarse a sí misma cada día.
#Metrallo",1
"@marulo1975: @Guardianes_Ant Determinar que Medellín es tierra uribista es un insulto.
El uribismo es sinónimo de despojo,robo, muerte,…",0
@FVallejoQuotes: César Gaviria le entregó a Pablo Escobar a Medellín y a Bogotá para que los bombardera y devastara; le permitió constru…,0
@uribeparaco64: @Nicols03804032 @marlon22_vargas Como les estará ardiendo el ojete @AlvaroUribeVel @FicoGutierrez y @sergio_fajardo  ni…,0
"@Ernesto78771927: Impresionante RECIBIMIENTO a petro en Medellín... Eso sí es llenar calles y plazas públicas...

Que bien mi Medellín c…",1
@JoseMejiaCD Medellín antipetrista❤️🇨🇴,1
Hermosas imágenes de mí Medellín del alma.... https://t.co/1TNs2oNW0H,0
"@maurilop27: Raro que los carros de @Emvarias se chocan, no recogen la basura, los bomberos @DAGRDMedellin en quiebra, el @INDERMEDELLIN…",0
"A esto sí que le tiene miedo el #Matarife en #Medellin. 
Gustavo Petro será quien mande niveles electoralmente en Medellin y en Antioquia y el resto del país.

#AntioquiaNoEsUribe le canta el pueblo al genocida... 🤝
#PetroPresidente2022
#MedellínEstáCambiando https://t.co/wjbwfgqOvi",1
@nefeerr: Medellín conmemora la Semana por la Tranquilidad y Gestión del Ruido https://t.co/4hhMob716v,1
La peli de ayer  en Medellín fue por aquí ::: 😱 https://t.co/CLegaQcaLg,1
@MargaritaRepo Ojalá no solo fuera Medellin,0
@Yomel62249443: @elkin_isaza Y luego estos hdpta lo presentarán como apoteosis la visita del carechimba este a Medellin.,0
O soy yo o hoy toda la gente linda de Medellín dijo voy a salir,1
"@DSOTELOZ M E T R A L L O

Medellín
Está
Tratando de
Regresar
A
Lo que 
Los buenos paisas
Obtuvieron hace tiempo y se perdió.

Está tratando de llegar a ser la mejor ciudad de Latinoamérica, y tratado de ser el mejor vividero del país, tratando de superarse a sí misma cada día.
#Metrallo",1
"#PetroJamasSeraPresidente Se le olvidó que en la mayoria no somos primera línea. 
https://t.co/dGevqItwAD",0
"@LaPazColombiani: — Esta Mierda qué es? 😨
No es en Estados Unidos de América, es en Medellín - Colombia.
#LaInseguridadEs https://t.co/j…",0
@AHxb: Prometo sorprenderme si dentro de los capturados en Medellín hay algún policía o miembro del ejercito.,1
"@DanteScarpetta @JEAM_79 M E T R A L L O

Medellín
Está
Tratando de
Regresar
A
Lo que 
Los buenos paisas
Obtuvieron hace tiempo y se perdió.

Está tratando de llegar a ser la mejor ciudad de Latinoamérica, y tratado de ser el mejor vividero del país, tratando de superarse a sí misma cada día.
#Metrallo",1
@sanvalgo @ISAZULETA @petrogustavo Al ver él rechazo contundente de los ciudadanos del centro de Medellín a Petro se salió de los chiros la señora 😯,0
"@calindignado: FUERA LAMBÓN !!
FUERA PETRO !!!
Gritan en #Medellin al guerrillero @petrogustavo y sus simpatizantes 
 https://t.co/oI7qr…",0
@ParraLuisE: En Medellin @petrogustavo ratifica que el pilar fundamental de de una sociedad colombiana en Paz exige que los profesores y…,1
"@luciaposadam: Eso Medellin 👏👏👏👏fuera Petro, que sepa que no es bienvenido en nuestra tierra.",0
"@vickymarinu: Así recibieron hoy a Petro en el Hueco en Medellín 
😂😂 👏👏👏",0
"@D4L888 M E T R A L L O

Medellín
Está
Tratando de
Regresar
A
Lo que 
Los buenos paisas
Obtuvieron hace tiempo y se perdió.

Está tratando de llegar a ser la mejor ciudad de Latinoamérica, y tratado de ser el mejor vividero del país, tratando de superarse a sí misma cada día.
#Metrallo",1
@Number3_____: Mucha gente criticando el robo de ayer en Medellín y no es por justificarlos ni nada pero es que si yo fuera ladrón me ro…,0
"Como así q los mamerticos petroñeros están ofendidos porq sacaron casi q a ""patadas"" a sus amiguis grajientos y al hp megalómano ojibrotado d @petrogustavo 🧟 del centro d Medellín?🤔jajaja🤣... que belleza,para q sepan q Antioquía si se hace respetar y q acá no los queremos 😬💚",0
"@Isavalle25: Fueraaaa‼️Petro en Medellín 👏👏👏👏👏🥳🥳🥳🥳
Sigan hilo.",0
@luisfervaldes20 @conservitaleche @CabalPrensa @MariaFdaCabal @CeDemocratico @AlvaroUribeVel @AlvaroUribeVel Dotor que saludes desde Medellín que lo recuerdan con cariño hijiitos por dios,1
@Caracol1170AM: Desde el 25 de noviembre Easyfly vuela directo entre Medellín y Mompox https://t.co/zuSES3OP3W #Bolívar #Colombia #Sudam…,1
"Docente fecode @FisicoImpuro suba ese video sacando al perro guerrillero Gustavo Petro de Medellín 

https://t.co/0itQcnHHBn https://t.co/Bo0GbMOby5",0
"@luciaposadam: @sebaslopezv @petrogustavo Eso medellin 👏👏👏👏que entienda Petro que allá no lo quieren, fuera Petro .",0
"@CamiloSalazarRe: En Medellín rechazamos la llegada del jefe de Quintero, Gustavo Petro

Así reaccionaron algunos ciudadanos al verlo en…",0
